日期,总资产(元),累计收益率,每日收益率
2025-01-02,200000.00,0.0000%,0.0000%
2025-01-03,200000.00,0.0000%,0.0000%
2025-01-06,200000.00,0.0000%,0.0000%
2025-01-07,200000.00,0.0000%,0.0000%
2025-01-08,200000.00,0.0000%,0.0000%
2025-01-09,200000.00,0.0000%,0.0000%
2025-01-10,200000.00,0.0000%,0.0000%
2025-01-13,200000.00,0.0000%,0.0000%
2025-01-14,200000.00,0.0000%,0.0000%
2025-01-15,200000.00,0.0000%,0.0000%
2025-01-16,200000.00,0.0000%,0.0000%
2025-01-17,200000.00,0.0000%,0.0000%
2025-01-20,200000.00,0.0000%,0.0000%
2025-01-21,200000.00,0.0000%,0.0000%
2025-01-22,200000.00,0.0000%,0.0000%
2025-01-23,200000.00,0.0000%,0.0000%
2025-01-24,200000.00,0.0000%,0.0000%
2025-01-27,200000.00,0.0000%,0.0000%
2025-02-05,200000.00,0.0000%,0.0000%
2025-02-06,200000.00,0.0000%,0.0000%
2025-02-07,200000.00,0.0000%,0.0000%
2025-02-10,200000.00,0.0000%,0.0000%
2025-02-11,200000.00,0.0000%,0.0000%
2025-02-12,200000.00,0.0000%,0.0000%
2025-02-13,200000.00,0.0000%,0.0000%
2025-02-14,200000.00,0.0000%,0.0000%
2025-02-17,200000.00,0.0000%,0.0000%
2025-02-18,200000.00,0.0000%,0.0000%
2025-02-19,200000.00,0.0000%,0.0000%
2025-02-20,200000.00,0.0000%,0.0000%
2025-02-21,200000.00,0.0000%,0.0000%
2025-02-24,200000.00,0.0000%,0.0000%
2025-02-25,200000.00,0.0000%,0.0000%
2025-02-26,200000.00,0.0000%,0.0000%
2025-02-27,200000.00,0.0000%,0.0000%
2025-02-28,200000.00,0.0000%,0.0000%
2025-03-03,200000.00,0.0000%,0.0000%
2025-03-04,200000.00,0.0000%,0.0000%
2025-03-05,200000.00,0.0000%,0.0000%
2025-03-06,200000.00,0.0000%,0.0000%
2025-03-07,200000.00,0.0000%,0.0000%
2025-03-10,200000.00,0.0000%,0.0000%
2025-03-11,200000.00,0.0000%,0.0000%
2025-03-12,200000.00,0.0000%,0.0000%
2025-03-13,200000.00,0.0000%,0.0000%
2025-03-14,200000.00,0.0000%,0.0000%
2025-03-17,200000.00,0.0000%,0.0000%
2025-03-18,200000.00,0.0000%,0.0000%
2025-03-19,200000.00,0.0000%,0.0000%
2025-03-20,200000.00,0.0000%,0.0000%
2025-03-21,200000.00,0.0000%,0.0000%
2025-03-24,200000.00,0.0000%,0.0000%
2025-03-25,200000.00,0.0000%,0.0000%
2025-03-26,200000.00,0.0000%,0.0000%
2025-03-27,200000.00,0.0000%,0.0000%
2025-03-28,200000.00,0.0000%,0.0000%
2025-03-31,200000.00,0.0000%,0.0000%
2025-04-01,200000.00,0.0000%,0.0000%
2025-04-02,200000.00,0.0000%,0.0000%
2025-04-03,200000.00,0.0000%,0.0000%
2025-04-07,200000.00,0.0000%,0.0000%
2025-04-08,200000.00,0.0000%,0.0000%
2025-04-09,200000.00,0.0000%,0.0000%
2025-04-10,200000.00,0.0000%,0.0000%
2025-04-11,200000.00,0.0000%,0.0000%
2025-04-14,200000.00,0.0000%,0.0000%
2025-04-15,200000.00,0.0000%,0.0000%
2025-04-16,200000.00,0.0000%,0.0000%
2025-04-17,200000.00,0.0000%,0.0000%
2025-04-18,200000.00,0.0000%,0.0000%
2025-04-21,200000.00,0.0000%,0.0000%
2025-04-22,200000.00,0.0000%,0.0000%
2025-04-23,200000.00,0.0000%,0.0000%
2025-04-24,200000.00,0.0000%,0.0000%
2025-04-25,200000.00,0.0000%,0.0000%
2025-04-28,200000.00,0.0000%,0.0000%
2025-04-29,200000.00,0.0000%,0.0000%
2025-04-30,200000.00,0.0000%,0.0000%
2025-05-06,200000.00,0.0000%,0.0000%
2025-05-07,200000.00,0.0000%,0.0000%
2025-05-08,200000.00,0.0000%,0.0000%
2025-05-09,200000.00,0.0000%,0.0000%
2025-05-12,200000.00,0.0000%,0.0000%
2025-05-13,200000.00,0.0000%,0.0000%
2025-05-14,200000.00,0.0000%,0.0000%
2025-05-15,200000.00,0.0000%,0.0000%
2025-05-16,199954.21,-0.0229%,-0.0229%
2025-05-19,200251.21,0.1256%,0.1485%
2025-05-20,200224.21,0.1121%,-0.0135%
2025-05-21,200089.21,0.0446%,-0.0674%
2025-05-22,200008.21,0.0041%,-0.0405%
2025-05-23,200224.21,0.1121%,0.1080%
2025-05-26,200062.21,0.0311%,-0.0809%
2025-05-27,200197.21,0.0986%,0.0675%
2025-05-28,200089.21,0.0446%,-0.0539%
2025-05-29,200467.21,0.2336%,0.1889%
2025-05-30,200467.21,0.2336%,0.0000%
2025-06-03,200656.21,0.3281%,0.0943%
2025-06-04,200521.21,0.2606%,-0.0673%
2025-06-05,200251.21,0.1256%,-0.1346%
2025-06-06,200251.21,0.1256%,0.0000%
2025-06-09,201196.21,0.5981%,0.4719%
2025-06-10,201223.21,0.6116%,0.0134%
2025-06-11,201196.21,0.5981%,-0.0134%
2025-06-12,201277.21,0.6386%,0.0403%
2025-06-13,200953.21,0.4766%,-0.1610%
2025-06-16,200629.21,0.3146%,-0.1612%
2025-06-17,200575.21,0.2876%,-0.0269%
2025-06-18,200278.21,0.1391%,-0.1481%
2025-06-19,200116.21,0.0581%,-0.0809%
2025-06-20,200062.21,0.0311%,-0.0270%
2025-06-23,200170.21,0.0851%,0.0540%
2025-06-24,200467.21,0.2336%,0.1484%
2025-06-25,200502.15,0.2511%,0.0174%
2025-06-26,200192.13,0.0961%,-0.1546%
2025-06-27,200268.13,0.1341%,0.0380%
2025-06-30,200420.13,0.2101%,0.0759%
2025-07-01,200496.13,0.2481%,0.0379%
2025-07-02,201344.46,0.6722%,0.4231%
2025-07-03,201287.46,0.6437%,-0.0283%
2025-07-04,201103.16,0.5516%,-0.0916%
2025-07-07,201103.16,0.5516%,0.0000%
2025-07-08,202072.16,1.0361%,0.4818%
2025-07-09,201453.89,0.7269%,-0.3060%
2025-07-10,201478.89,0.7394%,0.0124%
2025-07-11,201367.89,0.6839%,-0.0551%
2025-07-14,201805.89,0.9029%,0.2175%
2025-07-15,201107.89,0.5539%,-0.3459%
2025-07-16,200781.89,0.3909%,-0.1621%
2025-07-17,200838.89,0.4194%,0.0284%
2025-07-18,201415.89,0.7079%,0.2873%
2025-07-21,203909.89,1.9549%,1.2382%
2025-07-22,204450.89,2.2254%,0.2653%
2025-07-23,204920.96,2.4605%,0.2299%
2025-07-24,204283.96,2.1420%,-0.3109%
2025-07-25,204346.56,2.1733%,0.0306%
2025-07-28,205345.56,2.6728%,0.4889%
2025-07-29,204856.56,2.4283%,-0.2381%
2025-07-30,203634.56,1.8173%,-0.5965%
2025-07-31,204199.29,2.0996%,0.2773%
2025-08-01,205966.29,2.9831%,0.8653%
2025-08-04,206574.29,3.2871%,0.2952%
2025-08-05,207030.29,3.5151%,0.2207%
2025-08-06,206726.29,3.3631%,-0.1468%
2025-08-07,205890.29,2.9451%,-0.4044%
2025-08-08,206954.29,3.4771%,0.5168%
2025-08-11,206707.29,3.3536%,-0.1194%
2025-08-12,206365.29,3.1826%,-0.1655%
2025-08-13,206684.33,3.3422%,0.1546%
2025-08-14,206589.33,3.2947%,-0.0460%
2025-08-15,208888.33,4.4442%,1.1128%
2025-08-18,208755.33,4.3777%,-0.0637%
2025-08-19,208565.33,4.2827%,-0.0910%
2025-08-20,208451.33,4.2257%,-0.0547%
2025-08-21,207501.33,3.7507%,-0.4557%
2025-08-22,207254.33,3.6272%,-0.1190%
2025-08-25,207197.33,3.5987%,-0.0275%
2025-08-26,206798.33,3.3992%,-0.1926%
2025-08-27,206532.33,3.2662%,-0.1286%
2025-08-28,206513.33,3.2567%,-0.0092%
2025-08-29,206380.33,3.1902%,-0.0644%
2025-09-01,206532.33,3.2662%,0.0737%
2025-09-02,206476.00,3.2380%,-0.0273%
2025-09-03,206476.00,3.2380%,0.0000%
2025-09-04,206476.00,3.2380%,0.0000%
2025-09-05,206476.00,3.2380%,0.0000%
2025-09-08,206476.00,3.2380%,0.0000%
2025-09-09,206476.00,3.2380%,0.0000%
2025-09-10,206476.00,3.2380%,0.0000%
2025-09-11,206476.00,3.2380%,0.0000%
2025-09-12,206476.00,3.2380%,0.0000%
2025-09-15,206476.00,3.2380%,0.0000%
2025-09-16,206476.00,3.2380%,0.0000%
2025-09-17,206476.00,3.2380%,0.0000%
2025-09-18,206476.00,3.2380%,0.0000%
2025-09-19,206476.00,3.2380%,0.0000%
2025-09-22,206476.00,3.2380%,0.0000%
2025-09-23,206476.00,3.2380%,0.0000%
2025-09-24,206476.00,3.2380%,0.0000%
2025-09-25,206476.00,3.2380%,0.0000%
2025-09-26,206476.00,3.2380%,0.0000%
2025-09-29,206476.00,3.2380%,0.0000%
2025-09-30,206476.00,3.2380%,0.0000%
2025-10-09,206476.00,3.2380%,0.0000%
2025-10-10,206538.49,3.2692%,0.0303%
2025-10-13,206468.45,3.2342%,-0.0339%
2025-10-14,206537.45,3.2687%,0.0334%
