日期,总资产(元),累计收益率,每日收益率
2024-08-01,200000.00,0.0000%,0.0000%
2024-08-02,200000.00,0.0000%,0.0000%
2024-08-05,200000.00,0.0000%,0.0000%
2024-08-06,200000.00,0.0000%,0.0000%
2024-08-07,200000.00,0.0000%,0.0000%
2024-08-08,200000.00,0.0000%,0.0000%
2024-08-09,200000.00,0.0000%,0.0000%
2024-08-12,200000.00,0.0000%,0.0000%
2024-08-13,200000.00,0.0000%,0.0000%
2024-08-14,200000.00,0.0000%,0.0000%
2024-08-15,200000.00,0.0000%,0.0000%
2024-08-16,200000.00,0.0000%,0.0000%
2024-08-19,200000.00,0.0000%,0.0000%
2024-08-20,200000.00,0.0000%,0.0000%
2024-08-21,200000.00,0.0000%,0.0000%
2024-08-22,200000.00,0.0000%,0.0000%
2024-08-23,200000.00,0.0000%,0.0000%
2024-08-26,200000.00,0.0000%,0.0000%
2024-08-27,200000.00,0.0000%,0.0000%
2024-08-28,200000.00,0.0000%,0.0000%
2024-08-29,200000.00,0.0000%,0.0000%
2024-08-30,200000.00,0.0000%,0.0000%
2024-09-02,197667.28,-1.1664%,-1.1664%
2024-09-03,198374.28,-0.8129%,0.3577%
2024-09-04,197681.28,-1.1594%,-0.3493%
2024-09-05,197305.28,-1.3474%,-0.1902%
2024-09-06,195851.28,-2.0744%,-0.7369%
2024-09-09,195798.28,-2.1009%,-0.0271%
2024-09-10,196239.28,-1.8804%,0.2252%
2024-09-11,196400.28,-1.7999%,0.0820%
2024-09-12,195266.28,-2.3669%,-0.5774%
2024-09-13,194462.28,-2.7689%,-0.4117%
2024-09-18,194348.28,-2.8259%,-0.0586%
2024-09-19,194282.28,-2.8589%,-0.0340%
2024-09-20,193603.77,-3.1981%,-0.3492%
2024-09-23,193049.77,-3.4751%,-0.2862%
2024-09-24,193421.06,-3.2895%,0.1923%
2024-09-25,193421.06,-3.2895%,0.0000%
2024-09-26,193421.06,-3.2895%,0.0000%
2024-09-27,193421.06,-3.2895%,0.0000%
2024-09-30,193421.06,-3.2895%,0.0000%
2024-10-08,193421.06,-3.2895%,0.0000%
2024-10-09,193421.06,-3.2895%,0.0000%
2024-10-10,193421.06,-3.2895%,0.0000%
2024-10-11,193421.06,-3.2895%,0.0000%
2024-10-14,193421.06,-3.2895%,0.0000%
2024-10-15,193421.06,-3.2895%,0.0000%
2024-10-16,193421.06,-3.2895%,0.0000%
2024-10-17,193421.06,-3.2895%,0.0000%
2024-10-18,193421.06,-3.2895%,0.0000%
2024-10-21,193421.06,-3.2895%,0.0000%
2024-10-22,193421.06,-3.2895%,0.0000%
2024-10-23,193421.06,-3.2895%,0.0000%
2024-10-24,193421.06,-3.2895%,0.0000%
2024-10-25,193421.06,-3.2895%,0.0000%
2024-10-28,193421.06,-3.2895%,0.0000%
