日期,总资产(元),累计收益率,每日收益率
2024-08-01,1000000.00,0.0000%,0.0000%
2024-08-02,1000000.00,0.0000%,0.0000%
2024-08-05,1001582.47,0.1582%,0.1582%
2024-08-06,1002801.94,0.2802%,0.1218%
2024-08-07,1003979.94,0.3980%,0.1175%
2024-08-08,1013733.94,1.3734%,0.9715%
2024-08-09,1008565.94,0.8566%,-0.5098%
2024-08-12,1009848.94,0.9849%,0.1272%
2024-08-13,997754.94,-0.2245%,-1.1976%
2024-08-14,988548.94,-1.1451%,-0.9227%
2024-08-15,996691.94,-0.3308%,0.8237%
2024-08-16,995794.93,-0.4205%,-0.0900%
2024-08-19,991326.70,-0.8673%,-0.4487%
2024-08-20,986166.59,-1.3833%,-0.5205%
2024-08-21,985869.59,-1.4130%,-0.0301%
2024-08-22,983259.60,-1.6740%,-0.2647%
2024-08-23,984866.05,-1.5134%,0.1634%
2024-08-26,983976.36,-1.6024%,-0.0903%
2024-08-27,985047.31,-1.4953%,0.1088%
2024-08-28,982606.31,-1.7394%,-0.2478%
2024-08-29,976734.31,-2.3266%,-0.5976%
2024-08-30,985824.31,-1.4176%,0.9307%
2024-09-02,971946.32,-2.8054%,-1.4078%
2024-09-03,975105.32,-2.4895%,0.3250%
2024-09-04,970597.37,-2.9403%,-0.4623%
2024-09-05,974310.37,-2.5690%,0.3825%
2024-09-06,969970.37,-3.0030%,-0.4454%
2024-09-09,962990.96,-3.7009%,-0.7195%
2024-09-10,960367.96,-3.9632%,-0.2724%
2024-09-11,968285.96,-3.1714%,0.8245%
2024-09-12,969678.96,-3.0321%,0.1439%
2024-09-13,966028.96,-3.3971%,-0.3764%
2024-09-18,973987.96,-2.6012%,0.8239%
2024-09-19,974810.96,-2.5189%,0.0845%
2024-09-20,974256.96,-2.5743%,-0.0568%
2024-09-23,974066.96,-2.5933%,-0.0195%
2024-09-24,998195.96,-0.1804%,2.4771%
2024-09-25,1010283.96,1.0284%,1.2110%
2024-09-26,1037520.03,3.7520%,2.6959%
2024-09-27,1068114.04,6.8114%,2.9488%
2024-09-30,1149113.04,14.9113%,7.5834%
2024-10-08,1220904.18,22.0904%,6.2475%
2024-10-09,1114090.18,11.4090%,-8.7488%
2024-10-10,1120841.27,12.0841%,0.6060%
2024-10-11,1112839.27,11.2839%,-0.7139%
2024-10-14,1112313.83,11.2314%,-0.0472%
2024-10-15,1112313.83,11.2314%,0.0000%
2024-10-16,1112313.83,11.2314%,0.0000%
2024-10-17,1112313.83,11.2314%,0.0000%
2024-10-18,1112313.83,11.2314%,0.0000%
2024-10-21,1112313.83,11.2314%,0.0000%
2024-10-22,1112313.83,11.2314%,0.0000%
2024-10-23,1112313.83,11.2314%,0.0000%
2024-10-24,1112313.83,11.2314%,0.0000%
2024-10-25,1112313.83,11.2314%,0.0000%
2024-10-28,1112313.83,11.2314%,0.0000%
2024-10-29,1112313.83,11.2314%,0.0000%
2024-10-30,1112313.83,11.2314%,0.0000%
2024-10-31,1112313.83,11.2314%,0.0000%
2024-11-01,1112313.83,11.2314%,0.0000%
2024-11-04,1112313.83,11.2314%,0.0000%
2024-11-05,1112313.83,11.2314%,0.0000%
2024-11-06,1112313.83,11.2314%,0.0000%
2024-11-07,1112313.83,11.2314%,0.0000%
2024-11-08,1112313.83,11.2314%,0.0000%
2024-11-11,1112313.83,11.2314%,0.0000%
2024-11-12,1112313.83,11.2314%,0.0000%
2024-11-13,1112313.83,11.2314%,0.0000%
2024-11-14,1112313.83,11.2314%,0.0000%
2024-11-15,1112313.83,11.2314%,0.0000%
2024-11-18,1112313.83,11.2314%,0.0000%
2024-11-19,1112313.83,11.2314%,0.0000%
2024-11-20,1112313.83,11.2314%,0.0000%
2024-11-21,1112313.83,11.2314%,0.0000%
2024-11-22,1099461.25,9.9461%,-1.1555%
2024-11-25,1101707.54,10.1708%,0.2043%
2024-11-26,1101707.54,10.1708%,0.0000%
2024-11-27,1101707.54,10.1708%,0.0000%
2024-11-28,1101707.54,10.1708%,0.0000%
2024-11-29,1101707.54,10.1708%,0.0000%
2024-12-02,1101707.54,10.1708%,0.0000%
2024-12-03,1101707.54,10.1708%,0.0000%
2024-12-04,1101707.54,10.1708%,0.0000%
2024-12-05,1100354.78,10.0355%,-0.1228%
2024-12-06,1103924.78,10.3925%,0.3244%
2024-12-09,1105284.78,10.5285%,0.1232%
2024-12-10,1105624.78,10.5625%,0.0308%
2024-12-11,1111837.94,11.1838%,0.5620%
2024-12-12,1115454.94,11.5455%,0.3253%
2024-12-13,1093891.57,9.3892%,-1.9331%
2024-12-16,1099764.31,9.9764%,0.5369%
2024-12-17,1095284.31,9.5284%,-0.4074%
2024-12-18,1101474.55,10.1475%,0.5652%
2024-12-19,1094399.55,9.4400%,-0.6423%
2024-12-20,1082889.55,8.2890%,-1.0517%
2024-12-23,1089489.55,8.9490%,0.6095%
2024-12-24,1094804.55,9.4805%,0.4878%
2024-12-25,1105834.55,10.5835%,1.0075%
2024-12-26,1099809.55,9.9810%,-0.5448%
2024-12-27,1099409.55,9.9410%,-0.0364%
2024-12-30,1104761.08,10.4761%,0.4868%
2024-12-31,1101521.46,10.1521%,-0.2932%
2025-01-02,1088109.22,8.8109%,-1.2176%
